time,down,up,rnti_count,mcs_down,mcs_down_var,mcs_up,mcs_up_var,rb_down,rb_down_var,rb_up,rb_up_var
2018-03-28 15:56:00,174876888.0,1856888.0,10229,15.332298145449199,87.15768837702974,14.981496960486323,49.989484126984124,0.029681166666666665,4.4976976147873475e-08,0.0005406666666666667,3.143297486772487e-08
2018-03-28 15:58:00,209054184.0,2866200.0,12223,15.116845640448696,87.19216817421469,16.4326124945391,62.49467016164264,0.03597141666666667,4.615534989061511e-08,0.0008523333333333333,4.4396397817460314e-08
2018-03-28 16:00:00,191464640.0,1935360.0,11152,15.215739158151361,87.22795521584536,15.885238095238096,63.087006802721085,0.03274983333333333,4.646103690757475e-08,0.0006073333333333333,2.993595436507937e-08
2018-03-28 16:02:00,241515688.0,2991152.0,14040,15.135399916063156,86.19950120688374,15.714660077867624,77.18745882000599,0.04137183333333334,4.532152982161787e-08,0.0009254166666666666,5.3825628968253965e-08
2018-03-28 16:04:00,264131088.0,3288816.0,15247,15.18894380446886,86.15111909425433,15.414080086580086,69.11856060606061,0.045073833333333334,4.655542605348857e-08,0.00102075,5.922177777777778e-08
2018-03-28 16:06:00,240364288.0,2857792.0,14032,15.329625745541323,87.16637554492281,16.129249311294764,73.75906434474616,0.040981416666666666,4.649073906114898e-08,0.0008820833333333334,4.272734550865801e-08
2018-03-28 16:08:00,209567808.0,1892888.0,12261,15.011034459034564,88.63394666259191,14.133555555555557,57.31601587301588,0.03582891666666667,4.623073347245038e-08,0.0006528333333333333,3.2920061838624335e-08
2018-03-28 16:10:00,235478872.0,2317632.0,13744,15.0901509029203,86.31189427559823,15.414675122385404,65.58465732087228,0.040342083333333334,4.636574941269703e-08,0.00071625,4.181950099206349e-08
2018-03-28 16:12:00,211470032.0,2305304.0,12271,15.094138301493075,87.38631141581101,15.378388577653283,63.93788126361656,0.03610666666666666,4.606459435154996e-08,0.0007578333333333332,3.441218088624338e-08
2018-03-28 16:14:00,209997304.0,2193936.0,12303,15.146158895537715,86.9582235869834,14.84233193277311,56.13314270152505,0.03607775,4.711435054790142e-08,0.0006973333333333333,3.6680870039682535e-08
2018-03-28 16:16:00,209190704.0,2551856.0,12238,15.225310502951134,86.27367375040504,15.49243827160494,58.43805114638448,0.03586525,4.562575397403741e-08,0.00076775,3.6667319444444447e-08
2018-03-28 16:18:00,205107305.0,2012688.0,12020,15.19744020978711,87.4375181416266,13.977253968253967,58.1728253968254,0.03523,4.6341203723837524e-08,0.0006696666666666667,4.100988492063492e-08
2018-03-28 16:20:00,244770936.0,3320616.0,14098,15.160942488511619,88.41348465366026,15.346758078231293,75.96241786487323,0.04215416666666667,4.689734313271003e-08,0.0010080833333333333,4.247606652837903e-08
2018-03-28 16:22:00,171757376.0,1748160.0,10168,15.181099643243186,86.91684337356152,14.037872023809525,64.50515873015873,0.029265083333333334,4.5163923872691294e-08,0.0005975833333333333,3.568986706349206e-08
2018-03-28 16:24:00,235021312.0,2729104.0,13703,15.095089427975106,87.50691744272814,15.36464579659024,60.214902998236326,0.04020608333333333,4.5230849768377036e-08,0.0008590000000000001,4.625784424603175e-08
2018-03-28 16:26:00,251096992.0,2861272.0,14609,15.198282955542412,87.46495524761353,15.091726366062648,69.32881022615535,0.04322875,4.611866946048253e-08,0.0009860833333333334,4.536284854497354e-08
2018-03-28 16:28:00,193052808.0,1911160.0,11212,15.259219641326386,86.02278439573162,15.442752446828534,59.15745694522869,0.03285983333333333,4.630676367221438e-08,0.0005803333333333333,3.44663373015873e-08
2018-03-28 16:30:00,174618656.0,1601736.0,10330,15.05255609805582,87.16807459652354,15.832967032967032,64.72967032967033,0.029474416666666666,4.524049691684296e-08,0.00050875,2.8028044642857146e-08
2018-03-28 16:32:00,174561272.0,1944424.0,10360,15.151777149603832,87.56464709385318,13.895361552028218,51.603112874779534,0.02973433333333333,4.5564844512326814e-08,0.0005055,2.9107511904761903e-08
2018-03-28 16:34:00,201788352.0,2265520.0,11733,15.245858268960944,86.14137600125692,15.536940836940836,61.45660063841882,0.03431033333333333,4.626470053068162e-08,0.0006605833333333332,3.527949013949014e-08
2018-03-28 16:36:00,169560256.0,1299224.0,10251,15.168582870027628,87.57225814038138,13.754313725490196,41.87980392156863,0.028674333333333333,4.375113708273235e-08,0.00041725000000000003,1.8164902777777776e-08
2018-03-28 16:38:00,173236776.0,1248000.0,10192,15.294122506228039,86.16232236051123,14.14909951159951,49.95529609279609,0.029275583333333334,4.499549470307929e-08,0.00044341666666666667,2.425102083333333e-08
2018-03-28 16:40:00,156096136.0,1136536.0,9241,15.198980227243883,87.24783488840676,15.204636544011544,36.52414592352092,0.026648500000000002,4.685234610554551e-08,0.0003745833333333334,1.7351147607022606e-08
2018-03-28 16:42:00,196270432.0,1891872.0,11464,15.19179755145717,88.63323952407902,16.385668816137564,55.92621941137566,0.033343,4.6289612351636737e-08,0.0006569166666666667,3.411272751322752e-08
2018-03-28 16:44:00,143502984.0,1170624.0,8505,15.254948049135022,89.09355578214449,15.32179487179487,34.31196581196581,0.023718,4.456831043101549e-08,0.0003371666666666667,1.766326388888889e-08
2018-03-28 16:46:00,146902688.0,1106680.0,8650,15.332117893854623,88.05970235180786,15.777777777777779,42.08243616287095,0.024632666666666667,4.5032594137169144e-08,0.00035425,2.0438622354497354e-08
2018-03-28 16:48:00,216721688.0,2471752.0,12408,15.287400868841678,87.31545878394606,14.7481207266254,62.299635878140556,0.03664666666666667,4.575177127034994e-08,0.000839,5.076929374098124e-08
2018-03-28 16:50:00,177401664.0,1925208.0,10442,15.330598086506075,87.79252521741223,14.896708937198069,51.91850845410628,0.030018250000000003,4.5705217806142046e-08,0.0005910833333333334,3.096318187830688e-08
2018-03-28 16:52:00,196482912.0,1784224.0,11282,15.296021530209806,87.41297701181202,14.218865604092876,59.09066312475404,0.0329585,4.543098539814833e-08,0.000615,3.53537867965368e-08
2018-03-28 16:54:00,169130848.0,1693808.0,10015,15.075242298617193,86.6114867718089,14.444657029478456,85.36883503401361,0.02860208333333333,4.491659737248206e-08,0.000536,3.612487301587302e-08
2018-03-28 16:56:00,208862656.0,2616824.0,12159,15.430796847153806,87.1279026515775,17.057961309523808,56.9916583994709,0.03530858333333333,4.617492697324327e-08,0.0007793333333333334,3.4513337481962486e-08
2018-03-28 16:58:00,178187472.0,1712872.0,10414,15.194973368167348,87.90826087195107,16.13251013171226,45.93904508611955,0.0300915,4.569871569293367e-08,0.0004939166666666667,2.2179564484126986e-08
2018-03-28 17:00:00,195612432.0,2257432.0,11332,15.264980887074625,86.19332676844273,16.017228835978838,70.16539351851851,0.03331233333333333,4.56265291959668e-08,0.0006741666666666667,3.8944813492063494e-08
2018-03-28 17:02:00,223699488.0,2720056.0,13071,15.283204557855152,86.96023352571886,16.556272152874094,80.40046232085066,0.03828383333333333,4.673952640650887e-08,0.0007798333333333333,3.6674391865079365e-08
2018-03-28 17:04:00,213419480.0,2611160.0,12464,15.182296538523442,87.91233286139646,15.125499037999036,57.121789989845546,0.03629425,4.542416150044965e-08,0.0008418333333333333,4.840286652236652e-08
2018-03-28 17:06:00,227227112.0,2563264.0,13072,15.323697317909653,87.61635691384625,14.3793430335097,69.16645355673134,0.039002916666666665,4.6392766836209854e-08,0.0008765,4.145623247354497e-08
2018-03-28 17:08:00,228477496.0,3203664.0,13359,15.269626167649987,87.81002292578516,15.258373015873016,69.89102879443789,0.039669583333333334,4.604385695860518e-08,0.0010075833333333334,5.269231541606542e-08
2018-03-28 17:10:00,216340608.0,2669296.0,12632,15.179561759050506,88.70018633585707,14.946432350718064,67.75161753590325,0.03761191666666666,4.6663190380607326e-08,0.00082625,4.1828179563492066e-08
2018-03-28 17:12:00,209999880.0,2320384.0,12054,15.184855811477844,87.07648467929644,14.51386962552011,57.22385575589459,0.03578725,4.612900441800033e-08,0.0007607499999999999,4.424639384920635e-08
2018-03-28 17:14:00,209355346.0,2279584.0,12153,15.224219484564925,86.96439772785529,15.368750927162141,62.64772288977897,0.035569333333333335,4.585579787765407e-08,0.00073925,4.05936421957672e-08
2018-03-28 17:16:00,227676960.0,3230496.0,13191,15.119589526629039,87.49464677894636,14.474603174603175,60.67860654586318,0.03908058333333333,4.619161073386627e-08,0.0009653333333333333,5.540344378306878e-08
2018-03-28 17:18:00,223287104.0,2637200.0,13020,15.275462755938825,87.42298411442063,14.867256542256543,78.53771986271985,0.03840975,4.579431873832697e-08,0.0009233333333333333,4.249014880952381e-08
2018-03-28 17:20:00,232662544.0,2427536.0,13335,15.224901561856749,87.44398841639439,14.994616044616045,77.9598527098527,0.03980391666666667,4.660215579041439e-08,0.0009396666666666667,5.379930191798942e-08
2018-03-28 17:22:00,234557160.0,3273104.0,13456,15.224475934923953,86.49543383941496,16.2118134569462,68.32785056634614,0.040217333333333334,4.6401100023140806e-08,0.0009395833333333334,5.446283468614719e-08
2018-03-28 17:24:00,228360720.0,3025304.0,13063,15.38535475074063,87.723954167526,16.162163561076603,63.20361283643893,0.03903533333333333,4.581109134045709e-08,0.0008370833333333333,4.1547510912698414e-08
