time,down,up,rnti_count,mcs_down,mcs_down_var,mcs_up,mcs_up_var,rb_down,rb_down_var,rb_up,rb_up_var
2018-02-05 23:40:00,109934672.0,1166592.0,6490,15.223577306301943,88.73297459175963,16.210585585585584,59.66238738738738,0.019055593220338982,4.5624052728606196e-08,0.0003738135593220339,2.1758305084745762e-08
2018-02-05 23:42:00,243427312.0,26819240.0,7517,11.186996426046454,73.60547994137428,11.91625854643853,75.75417588973423,0.06872466666666667,7.133121800661103e-08,0.018590333333333334,1.4626932101260098e-08
2018-02-05 23:44:00,490090984.0,63040432.0,7264,6.09083064308995,57.345857378061524,10.949136308537302,82.68940281245808,0.18346125000000002,1.2056263346323608e-07,0.04767091666666667,1.3489510508500495e-08
2018-02-05 23:46:00,949030475.0,87122240.0,7865,7.7445535097027385,61.603081351950514,12.121425110752398,85.42199445990248,0.38432658333333336,1.409946207665804e-07,0.05733775,1.2951181275703106e-08
2018-02-05 23:48:00,621928932.0,157533416.0,6325,6.25609228543818,59.55511268114419,13.200561087137395,75.66497805080489,0.15621333333333334,1.1940704441150163e-07,0.10168025,3.3858698672806246e-08
2018-02-05 23:50:00,139426872.0,6376904.0,6274,13.639260060750146,84.07156210777042,14.208951961289532,50.99081950579762,0.03237405172413793,5.837125646312738e-08,0.003225775862068966,1.2629373729140804e-08
2018-02-05 23:52:00,102493048.0,625960.0,6089,15.032893775478517,86.81246846945679,14.282205513784461,36.026984126984125,0.01731783333333333,4.50362882847802e-08,0.000256,1.127072619047619e-08
2018-02-05 23:54:00,71121393.0,580336.0,4244,15.14439791543689,86.35032620566972,14.287830687830688,37.76084656084656,0.012004083333333334,4.489965239641042e-08,0.00018758333333333333,9.586587301587301e-09
2018-02-05 23:56:00,89769064.0,807480.0,5419,14.99039245010801,86.83184710864496,16.448710317460318,46.230555555555554,0.01543325,4.63348575607862e-08,0.0002731666666666667,1.5224217592592592e-08
2018-02-05 23:58:00,78684512.0,721920.0,4650,15.11679490067345,88.46758081514628,16.112000000000002,39.204,0.01345525,4.458672275785681e-08,0.00021783333333333333,8.162847222222221e-09
2018-02-06 00:00:00,91407680.0,720608.0,5410,15.53547204650972,87.5229488830441,14.317,40.13766666666666,0.01545875,4.564039293883459e-08,0.00023925,1.612247222222222e-08
2018-02-06 00:02:00,97484568.0,1067264.0,5815,15.013925737728064,88.30791871400892,13.86812258903454,33.38088804587756,0.0167035593220339,4.5113869903036864e-08,0.0003335593220338983,1.0030911287349965e-08
2018-02-06 00:04:00,102979720.0,756216.0,6336,15.192941709942533,86.82056635759243,17.114207650273226,27.959562841530055,0.017452000000000002,4.354476102283848e-08,0.00023566666666666666,1.282701388888889e-08
2018-02-06 00:06:00,94341624.0,398864.0,5753,14.952313510469986,85.12653527453479,14.459477124183005,31.91437908496732,0.015793416666666667,4.496891956729402e-08,0.00015908333333333332,8.845861111111111e-09
2018-02-06 00:08:00,94541152.0,424392.0,5892,14.966307071981563,85.62251518242732,14.8859649122807,20.399122807017545,0.015851416666666666,4.406316927783751e-08,0.00013783333333333331,7.622708333333333e-09
